Date,Open,High,Low,Close,Adj Close,Volume
2018-05-09,10.340000,10.340000,10.340000,10.340000,9.075892,0
2018-05-10,10.360000,10.360000,10.360000,10.360000,9.093447,0
2018-05-11,10.370000,10.370000,10.370000,10.370000,9.102223,0
2018-05-14,10.360000,10.360000,10.360000,10.360000,9.093447,0
2018-05-15,10.320000,10.320000,10.320000,10.320000,9.058333,0
2018-05-16,10.300000,10.300000,10.300000,10.300000,9.040781,0
2018-05-17,10.290000,10.290000,10.290000,10.290000,9.032005,0
2018-05-18,10.320000,10.320000,10.320000,10.320000,9.058333,0
2018-05-21,10.320000,10.320000,10.320000,10.320000,9.058333,0
2018-05-22,10.320000,10.320000,10.320000,10.320000,9.058333,0
2018-05-23,10.340000,10.340000,10.340000,10.340000,9.075892,0
2018-05-24,10.360000,10.360000,10.360000,10.360000,9.093447,0
2018-05-25,10.390000,10.390000,10.390000,10.390000,9.119781,0
2018-05-29,10.460000,10.460000,10.460000,10.460000,9.181221,0
2018-05-30,10.430000,10.430000,10.430000,10.430000,9.154890,0
2018-05-31,10.420000,10.420000,10.420000,10.420000,9.167206,0
2018-06-01,10.400000,10.400000,10.400000,10.400000,9.149610,0
2018-06-04,10.370000,10.370000,10.370000,10.370000,9.123215,0
2018-06-05,10.390000,10.390000,10.390000,10.390000,9.140814,0
2018-06-06,10.360000,10.360000,10.360000,10.360000,9.114417,0
2018-06-07,10.380000,10.380000,10.380000,10.380000,9.132011,0
2018-06-08,10.370000,10.370000,10.370000,10.370000,9.123215,0
2018-06-11,10.360000,10.360000,10.360000,10.360000,9.114417,0
2018-06-12,10.360000,10.360000,10.360000,10.360000,9.114417,0
2018-06-13,10.350000,10.350000,10.350000,10.350000,9.105618,0
2018-06-14,10.370000,10.370000,10.370000,10.370000,9.123215,0
2018-06-15,10.370000,10.370000,10.370000,10.370000,9.123215,0
2018-06-18,10.370000,10.370000,10.370000,10.370000,9.123215,0
2018-06-19,10.390000,10.390000,10.390000,10.390000,9.140814,0
2018-06-20,10.360000,10.360000,10.360000,10.360000,9.114417,0
2018-06-21,10.370000,10.370000,10.370000,10.370000,9.123215,0
2018-06-22,10.370000,10.370000,10.370000,10.370000,9.123215,0
2018-06-25,10.380000,10.380000,10.380000,10.380000,9.132011,0
2018-06-26,10.380000,10.380000,10.380000,10.380000,9.132011,0
2018-06-27,10.410000,10.410000,10.410000,10.410000,9.158407,0
2018-06-28,10.400000,10.400000,10.400000,10.400000,9.149610,0
2018-06-29,10.400000,10.400000,10.400000,10.400000,9.170776,0
2018-07-02,10.390000,10.390000,10.390000,10.390000,9.161954,0
2018-07-03,10.400000,10.400000,10.400000,10.400000,9.170776,0
2018-07-05,10.410000,10.410000,10.410000,10.410000,9.179593,0
2018-07-06,10.420000,10.420000,10.420000,10.420000,9.188410,0
2018-07-09,10.410000,10.410000,10.410000,10.410000,9.179593,0
