Date,Open,High,Low,Close,Adj Close,Volume
2018-05-09,246.190002,246.190002,246.190002,246.190002,206.763336,0
2018-05-10,248.550003,248.550003,248.550003,248.550003,208.745361,0
2018-05-11,249.059998,249.059998,249.059998,249.059998,209.173630,0
2018-05-14,249.289993,249.289993,249.289993,249.289993,209.366837,0
2018-05-15,247.600006,247.600006,247.600006,247.600006,207.947540,0
2018-05-16,248.669998,248.669998,248.669998,248.669998,208.846115,0
2018-05-17,248.529999,248.529999,248.529999,248.529999,208.728561,0
2018-05-18,247.899994,247.899994,247.899994,247.899994,208.199448,0
2018-05-21,249.729996,249.729996,249.729996,249.729996,209.736343,0
2018-05-22,248.960007,248.960007,248.960007,248.960007,209.089706,0
2018-05-23,249.770004,249.770004,249.770004,249.770004,209.769958,0
2018-05-24,249.270004,249.270004,249.270004,249.270004,209.350052,0
2018-05-25,248.710007,248.710007,248.710007,248.710007,208.879745,0
2018-05-29,245.850006,245.850006,245.850006,245.850006,206.477768,0
2018-05-30,249.020004,249.020004,249.020004,249.020004,209.140106,0
2018-05-31,247.360001,247.360001,247.360001,247.360001,207.745911,0
2018-06-01,250.059998,250.059998,250.059998,250.059998,210.013535,0
2018-06-04,251.179993,251.179993,251.179993,251.179993,210.954163,0
2018-06-05,251.380005,251.380005,251.380005,251.380005,211.122162,0
2018-06-06,253.539993,253.539993,253.539993,253.539993,212.936234,0
2018-06-07,253.399994,253.399994,253.399994,253.399994,212.818665,0
2018-06-08,254.199997,254.199997,254.199997,254.199997,213.490540,0
2018-06-11,254.479996,254.479996,254.479996,254.479996,213.725693,0
2018-06-12,254.929993,254.929993,254.929993,254.929993,214.103607,0
2018-06-13,253.910004,253.910004,253.910004,253.910004,213.246964,0
2018-06-14,254.619995,254.619995,254.619995,254.619995,213.843262,0
2018-06-15,253.250000,253.250000,253.250000,253.250000,213.645813,0
2018-06-18,252.710007,252.710007,252.710007,252.710007,213.190308,0
2018-06-19,251.710007,251.710007,251.710007,251.710007,212.346725,0
2018-06-20,252.139999,252.139999,252.139999,252.139999,212.709412,0
2018-06-21,250.559998,250.559998,250.559998,250.559998,211.376526,0
2018-06-22,251.039993,251.039993,251.039993,251.039993,211.781433,0
2018-06-25,247.589996,247.589996,247.589996,247.589996,208.870941,0
2018-06-26,248.139999,248.139999,248.139999,248.139999,209.334976,0
2018-06-27,246.000000,246.000000,246.000000,246.000000,207.529648,0
2018-06-28,247.550003,247.550003,247.550003,247.550003,208.837265,0
2018-06-29,247.750000,247.750000,247.750000,247.750000,209.005966,0
2018-07-02,248.520004,248.520004,248.520004,248.520004,209.655563,0
2018-07-03,247.300003,247.300003,247.300003,247.300003,208.626328,0
2018-07-05,249.490005,249.490005,249.490005,249.490005,210.473846,0
2018-07-06,251.619995,251.619995,251.619995,251.619995,212.270752,0
2018-07-09,253.910004,253.910004,253.910004,253.910004,214.202637,0
2018-07-10,254.800003,254.800003,254.800003,254.800003,214.953445,0
2018-07-11,252.990005,252.990005,252.990005,252.990005,213.426559,0
2018-07-12,255.229996,255.229996,255.229996,255.229996,215.316223,0
2018-07-13,255.509995,255.509995,255.509995,255.509995,215.552429,0
2018-07-16,255.250000,255.250000,255.250000,255.250000,215.333099,0
2018-07-17,256.269989,256.269989,256.269989,256.269989,216.193558,0
2018-07-18,256.829987,256.829987,256.829987,256.829987,216.666016,0
2018-07-19,255.839996,255.839996,255.839996,255.839996,215.830811,0
2018-07-20,255.600006,255.600006,255.600006,255.600006,215.628357,0
2018-07-23,256.079987,256.079987,256.079987,256.079987,216.033249,0
2018-07-24,257.309998,257.309998,257.309998,257.309998,217.070923,0
2018-07-25,259.649994,259.649994,259.649994,259.649994,219.044983,0
2018-07-26,258.869995,258.869995,258.869995,258.869995,218.386963,0
2018-07-27,257.170013,257.170013,257.170013,257.170013,216.952866,0
2018-07-30,255.710007,255.710007,255.710007,255.710007,215.721191,0
2018-07-31,256.970001,256.970001,256.970001,256.970001,216.784119,0
2018-08-01,256.700012,256.700012,256.700012,256.700012,216.556320,0
2018-08-02,257.989990,257.989990,257.989990,257.989990,217.644562,0
2018-08-03,259.220001,259.220001,259.220001,259.220001,218.682251,0
2018-08-06,260.160004,260.160004,260.160004,260.160004,219.475235,0
2018-08-07,260.899994,260.899994,260.899994,260.899994,220.099518,0
2018-08-08,260.839996,260.839996,260.839996,260.839996,220.048889,0
2018-08-09,260.529999,260.529999,260.529999,260.529999,219.787369,0
2018-08-10,258.760010,258.760010,258.760010,258.760010,218.294174,0
2018-08-13,257.730011,257.730011,257.730011,257.730011,217.425278,0
2018-08-14,259.390015,259.390015,259.390015,259.390015,218.825684,0
2018-08-15,257.470001,257.470001,257.470001,257.470001,217.205948,0
2018-08-16,259.579987,259.579987,259.579987,259.579987,218.985931,0
2018-08-17,260.470001,260.470001,260.470001,260.470001,219.736771,0
2018-08-20,261.109985,261.109985,261.109985,261.109985,220.276642,0
2018-08-21,261.660004,261.660004,261.660004,261.660004,220.740677,0
2018-08-22,261.559998,261.559998,261.559998,261.559998,220.656326,0
2018-08-23,261.130005,261.130005,261.130005,261.130005,220.293549,0
2018-08-24,262.750000,262.750000,262.750000,262.750000,221.660217,0
2018-08-27,264.799988,264.799988,264.799988,264.799988,223.389633,0
2018-08-28,264.869995,264.869995,264.869995,264.869995,223.448669,0
2018-08-29,266.410004,266.410004,266.410004,266.410004,224.747879,0
2018-08-30,265.269989,265.269989,265.269989,265.269989,223.786072,0
2018-08-31,265.329987,265.329987,265.329987,265.329987,223.836746,0
2018-09-04,264.920013,264.920013,264.920013,264.920013,223.490906,0
2018-09-05,264.170013,264.170013,264.170013,264.170013,222.858124,0
2018-09-06,263.290009,263.290009,263.290009,263.290009,222.115784,0
2018-09-07,262.720001,262.720001,262.720001,262.720001,221.634888,0
2018-09-10,263.220001,263.220001,263.220001,263.220001,222.056717,0
2018-09-11,264.220001,264.220001,264.220001,264.220001,222.900330,0
2018-09-12,264.320007,264.320007,264.320007,264.320007,222.984680,0
2018-09-13,265.790009,265.790009,265.790009,265.790009,224.224808,0
2018-09-14,265.899994,265.899994,265.899994,265.899994,224.317642,0
2018-09-17,264.420013,264.420013,264.420013,264.420013,223.069046,0
2018-09-18,265.850006,265.850006,265.850006,265.850006,224.275467,0
2018-09-19,266.179993,266.179993,266.179993,266.179993,224.553818,0
2018-09-20,268.279999,268.279999,268.279999,268.279999,226.325409,0
2018-09-21,266.820007,266.820007,266.820007,266.820007,226.247406,0
2018-09-24,265.880005,265.880005,265.880005,265.880005,225.450317,0
2018-09-25,265.559998,265.559998,265.559998,265.559998,225.179016,0
2018-09-26,264.679993,264.679993,264.679993,264.679993,224.432816,0
2018-09-27,265.459991,265.459991,265.459991,265.459991,225.094238,0
2018-09-28,265.470001,265.470001,265.470001,265.470001,225.102661,0
2018-10-01,266.429993,266.429993,266.429993,266.429993,225.916733,0
2018-10-02,266.339996,266.339996,266.339996,266.339996,225.840347,0
2018-10-03,266.529999,266.529999,266.529999,266.529999,226.001495,0
2018-10-04,264.410004,264.410004,264.410004,264.410004,224.203873,0
2018-10-05,262.950012,262.950012,262.950012,262.950012,222.965881,0
2018-10-08,262.850006,262.850006,262.850006,262.850006,222.881088,0
2018-10-09,262.549988,262.549988,262.549988,262.549988,222.626678,0
2018-10-10,253.919998,253.919998,253.919998,253.919998,215.308975,0
2018-10-11,248.699997,248.699997,248.699997,248.699997,210.882721,0
2018-10-12,252.259995,252.259995,252.259995,252.259995,213.901398,0
2018-10-15,250.779999,250.779999,250.779999,250.779999,212.646423,0
2018-10-16,256.179993,256.179993,256.179993,256.179993,217.225327,0
2018-10-17,256.119995,256.119995,256.119995,256.119995,217.174454,0
2018-10-18,252.460007,252.460007,252.460007,252.460007,214.070999,0
2018-10-19,252.369995,252.369995,252.369995,252.369995,213.994659,0
2018-10-22,251.289993,251.289993,251.289993,251.289993,213.078888,0
2018-10-23,249.919998,249.919998,249.919998,249.919998,211.917206,0
2018-10-24,242.210007,242.210007,242.210007,242.210007,205.379578,0
2018-10-25,246.710007,246.710007,246.710007,246.710007,209.195328,0
2018-10-26,242.440002,242.440002,242.440002,242.440002,205.574631,0
2018-10-29,240.860001,240.860001,240.860001,240.860001,204.234863,0
2018-10-30,244.649994,244.649994,244.649994,244.649994,207.448578,0
2018-10-31,247.309998,247.309998,247.309998,247.309998,209.704086,0
2018-11-01,249.929993,249.929993,249.929993,249.929993,211.925659,0
2018-11-02,248.380005,248.380005,248.380005,248.380005,210.611389,0
2018-11-05,249.779999,249.779999,249.779999,249.779999,211.798492,0
2018-11-06,251.360001,251.360001,251.360001,251.360001,213.138260,0
2018-11-07,256.690002,256.690002,256.690002,256.690002,217.657776,0
2018-11-08,256.179993,256.179993,256.179993,256.179993,217.225327,0
2018-11-09,253.869995,253.869995,253.869995,253.869995,215.266571,0
2018-11-12,248.869995,248.869995,248.869995,248.869995,211.026871,0
2018-11-13,248.509995,248.509995,248.509995,248.509995,210.721619,0
2018-11-14,246.690002,246.690002,246.690002,246.690002,209.178360,0
2018-11-15,249.389999,249.389999,249.389999,249.389999,211.467804,0
2018-11-16,249.960007,249.960007,249.960007,249.960007,211.951126,0
2018-11-19,245.809998,245.809998,245.809998,245.809998,208.432205,0
2018-11-20,241.360001,241.360001,241.360001,241.360001,204.658829,0
2018-11-21,242.110001,242.110001,242.110001,242.110001,205.294785,0
2018-11-23,240.539993,240.539993,240.539993,240.539993,203.963501,0
2018-11-26,244.300003,244.300003,244.300003,244.300003,207.151779,0
2018-11-27,245.100006,245.100006,245.100006,245.100006,207.830170,0
2018-11-28,250.750000,250.750000,250.750000,250.750000,212.620987,0
2018-11-29,250.259995,250.259995,250.259995,250.259995,212.205490,0
2018-11-30,252.350006,252.350006,252.350006,252.350006,213.977737,0
2018-12-03,255.110001,255.110001,255.110001,255.110001,216.318039,0
2018-12-04,246.869995,246.869995,246.869995,246.869995,209.330994,0
2018-12-06,246.570007,246.570007,246.570007,246.570007,209.076599,0
2018-12-07,240.860001,240.860001,240.860001,240.860001,204.234863,0
2018-12-10,241.289993,241.289993,241.289993,241.289993,204.599472,0
2018-12-11,241.210007,241.210007,241.210007,241.210007,204.531631,0
2018-12-12,242.520004,242.520004,242.520004,242.520004,205.642471,0
2018-12-13,242.509995,242.509995,242.509995,242.509995,205.633957,0
2018-12-14,237.919998,237.919998,237.919998,237.919998,201.741928,0
2018-12-17,232.990005,232.990005,232.990005,232.990005,197.561615,0
2018-12-18,230.990005,230.990005,230.990005,230.990005,197.588943,0
2018-12-19,227.449997,227.449997,227.449997,227.449997,194.560852,0
2018-12-20,223.880005,223.880005,223.880005,223.880005,191.507034,0
2018-12-21,219.259995,219.259995,219.259995,219.259995,187.555084,0
2018-12-24,213.330002,213.330002,213.330002,213.330002,182.482559,0
2018-12-26,223.919998,223.919998,223.919998,223.919998,191.541306,0
2018-12-27,225.850006,225.850006,225.850006,225.850006,193.192215,0
2018-12-28,225.610001,225.610001,225.610001,225.610001,192.986893,0
2018-12-31,227.550003,227.550003,227.550003,227.550003,194.646362,0
2019-01-02,227.839996,227.839996,227.839996,227.839996,194.894455,0
2019-01-03,222.259995,222.259995,222.259995,222.259995,190.121307,0
2019-01-04,229.889999,229.889999,229.889999,229.889999,196.648026,0
2019-01-07,231.509995,231.509995,231.509995,231.509995,198.033768,0
2019-01-08,233.750000,233.750000,233.750000,233.750000,199.949860,0
2019-01-09,234.789993,234.789993,234.789993,234.789993,200.839447,0
2019-01-10,235.850006,235.850006,235.850006,235.850006,201.746201,0
2019-01-11,235.809998,235.809998,235.809998,235.809998,201.711990,0
2019-01-14,234.600006,234.600006,234.600006,234.600006,200.676971,0
2019-01-15,237.119995,237.119995,237.119995,237.119995,202.832535,0
2019-01-16,237.649994,237.649994,237.649994,237.649994,203.285889,0
2019-01-17,239.479996,239.479996,239.479996,239.479996,204.851303,0
2019-01-18,242.639999,242.639999,242.639999,242.639999,207.554382,0
2019-01-22,239.220001,239.220001,239.220001,239.220001,204.628876,0
2019-01-23,239.740005,239.740005,239.740005,239.740005,205.073730,0
2019-01-24,240.080002,240.080002,240.080002,240.080002,205.364563,0
2019-01-25,242.130005,242.130005,242.130005,242.130005,207.118118,0
2019-01-28,240.220001,240.220001,240.220001,240.220001,205.484299,0
2019-01-29,239.880005,239.880005,239.880005,239.880005,205.193481,0
2019-01-30,243.639999,243.639999,243.639999,243.639999,208.409790,0
2019-01-31,245.779999,245.779999,245.779999,245.779999,210.240341,0
2019-02-01,246.039993,246.039993,246.039993,246.039993,210.462769,0
2019-02-04,247.699997,247.699997,247.699997,247.699997,211.882706,0
2019-02-05,248.869995,248.869995,248.869995,248.869995,212.883530,0
2019-02-06,248.350006,248.350006,248.350006,248.350006,212.438690,0
2019-02-07,246.059998,246.059998,246.059998,246.059998,210.479858,0
2019-02-08,246.300003,246.300003,246.300003,246.300003,210.685120,0
2019-02-11,246.479996,246.479996,246.479996,246.479996,210.839127,0
2019-02-12,249.679993,249.679993,249.679993,249.679993,213.576385,0
2019-02-13,250.449997,250.449997,250.449997,250.449997,214.235031,0
2019-02-14,249.880005,249.880005,249.880005,249.880005,213.747452,0
2019-02-15,252.619995,252.619995,252.619995,252.619995,216.091278,0
2019-02-19,253.009995,253.009995,253.009995,253.009995,216.424866,0
2019-02-20,253.509995,253.509995,253.509995,253.509995,216.852539,0
2019-02-21,252.639999,252.639999,252.639999,252.639999,216.108383,0
2019-02-22,254.270004,254.270004,254.270004,254.270004,217.502686,0
2019-02-25,254.619995,254.619995,254.619995,254.619995,217.802078,0
2019-02-26,254.419998,254.419998,254.419998,254.419998,217.631012,0
2019-02-27,254.320007,254.320007,254.320007,254.320007,217.545441,0
2019-02-28,253.669998,253.669998,253.669998,253.669998,216.989441,0
2019-03-01,255.440002,255.440002,255.440002,255.440002,218.503510,0
2019-03-04,254.449997,254.449997,254.449997,254.449997,217.656647,0
2019-03-05,254.169998,254.169998,254.169998,254.169998,217.417160,0
2019-03-06,252.520004,252.520004,252.520004,252.520004,216.005722,0
2019-03-07,250.520004,250.520004,250.520004,250.520004,214.294922,0
2019-03-08,250.009995,250.009995,250.009995,250.009995,213.858673,0
2019-03-11,253.679993,253.679993,253.679993,253.679993,216.997955,0
2019-03-12,254.440002,254.440002,254.440002,254.440002,217.648132,0
2019-03-13,256.239990,256.239990,256.239990,256.239990,219.187790,0
2019-03-14,256.109985,256.109985,256.109985,256.109985,219.076599,0
2019-03-15,257.390015,257.390015,257.390015,257.390015,220.171555,0
2019-03-18,258.350006,258.350006,258.350006,258.350006,220.992706,0
2019-03-19,258.329987,258.329987,258.329987,258.329987,220.975601,0
2019-03-20,257.589996,257.589996,257.589996,257.589996,220.342590,0
2019-03-21,260.399994,260.399994,260.399994,260.399994,222.746262,0
2019-03-22,255.470001,255.470001,255.470001,255.470001,218.529175,0
2019-03-25,255.279999,255.279999,255.279999,255.279999,218.366638,0
2019-03-26,257.109985,257.109985,257.109985,257.109985,219.932022,0
2019-03-27,253.690002,253.690002,253.690002,253.690002,218.902618,0
2019-03-28,254.639999,254.639999,254.639999,254.639999,219.722336,0
2019-03-29,256.369995,256.369995,256.369995,256.369995,221.215118,0
2019-04-01,259.329987,259.329987,259.329987,259.329987,223.769180,0
2019-04-02,259.350006,259.350006,259.350006,259.350006,223.786499,0
2019-04-03,259.910004,259.910004,259.910004,259.910004,224.269699,0
2019-04-04,260.510010,260.510010,260.510010,260.510010,224.787415,0
2019-04-05,261.720001,261.720001,261.720001,261.720001,225.831467,0
2019-04-08,262.000000,262.000000,262.000000,262.000000,226.073090,0
2019-04-09,260.489990,260.489990,260.489990,260.489990,224.770172,0
2019-04-10,261.410004,261.410004,261.410004,261.410004,225.564026,0
2019-04-11,261.429993,261.429993,261.429993,261.429993,225.581268,0
2019-04-12,263.179993,263.179993,263.179993,263.179993,227.091278,0
2019-04-15,263.019989,263.019989,263.019989,263.019989,226.953232,0
2019-04-16,263.160004,263.160004,263.160004,263.160004,227.074051,0
2019-04-17,262.579987,262.579987,262.579987,262.579987,226.573563,0
2019-04-18,263.000000,263.000000,263.000000,263.000000,226.936005,0
2019-04-22,263.279999,263.279999,263.279999,263.279999,227.177597,0
2019-04-23,265.619995,265.619995,265.619995,265.619995,229.196686,0
2019-04-24,265.040009,265.040009,265.040009,265.040009,228.696259,0
2019-04-25,264.940002,264.940002,264.940002,264.940002,228.609985,0
2019-04-26,266.190002,266.190002,266.190002,266.190002,229.688522,0
2019-04-29,266.480011,266.480011,266.480011,266.480011,229.938782,0
2019-04-30,266.739990,266.739990,266.739990,266.739990,230.163101,0
2019-05-01,264.739990,264.739990,264.739990,264.739990,228.437378,0
2019-05-02,264.190002,264.190002,264.190002,264.190002,227.962784,0
2019-05-03,266.760010,266.760010,266.760010,266.760010,230.180405,0
2019-05-06,265.589996,265.589996,265.589996,265.589996,229.170807,0
2019-05-07,261.209991,261.209991,261.209991,261.209991,225.391418,0
2019-05-08,260.799988,260.799988,260.799988,260.799988,225.037628,0
2019-05-09,260.100006,260.100006,260.100006,260.100006,224.433670,0
2019-05-10,261.160004,261.160004,261.160004,261.160004,225.348267,0
2019-05-13,254.860001,254.860001,254.860001,254.860001,219.912155,0
2019-05-14,256.940002,256.940002,256.940002,256.940002,221.706970,0
2019-05-15,258.489990,258.489990,258.489990,258.489990,223.044403,0
2019-05-16,260.859985,260.859985,260.859985,260.859985,225.089417,0
2019-05-17,259.369995,259.369995,259.369995,259.369995,223.803726,0
2019-05-20,257.619995,257.619995,257.619995,257.619995,222.293686,0
2019-05-21,259.820007,259.820007,259.820007,259.820007,224.192032,0
2019-05-22,259.089996,259.089996,259.089996,259.089996,223.562103,0
2019-05-23,256.019989,256.019989,256.019989,256.019989,220.913101,0
2019-05-24,256.410004,256.410004,256.410004,256.410004,221.249619,0
2019-05-28,254.270004,254.270004,254.270004,254.270004,219.403091,0
2019-05-29,252.509995,252.509995,252.509995,252.509995,217.884415,0
2019-05-30,253.080002,253.080002,253.080002,253.080002,218.376266,0
2019-05-31,249.789993,249.789993,249.789993,249.789993,215.537384,0
2019-06-03,249.100006,249.100006,249.100006,249.100006,214.942032,0
2019-06-04,254.449997,254.449997,254.449997,254.449997,219.558380,0
2019-06-05,256.559998,256.559998,256.559998,256.559998,221.379074,0
2019-06-06,258.200012,258.200012,258.200012,258.200012,222.794174,0
2019-06-07,260.940002,260.940002,260.940002,260.940002,225.158463,0
2019-06-10,262.149994,262.149994,262.149994,262.149994,226.202530,0
2019-06-11,262.070007,262.070007,262.070007,262.070007,226.133484,0
2019-06-12,261.540009,261.540009,261.540009,261.540009,225.676178,0
2019-06-13,262.690002,262.690002,262.690002,262.690002,226.668503,0
2019-06-14,261.250000,261.250000,261.250000,261.250000,226.335815,0
2019-06-17,261.489990,261.489990,261.489990,261.489990,226.543701,0
2019-06-18,264.040009,264.040009,264.040009,264.040009,228.752975,0
2019-06-19,264.829987,264.829987,264.829987,264.829987,229.437347,0
2019-06-20,267.369995,267.369995,267.369995,267.369995,231.637939,0
2019-06-21,267.040009,267.040009,267.040009,267.040009,231.352020,0
2019-06-24,266.579987,266.579987,266.579987,266.579987,230.953491,0
2019-06-25,264.049988,264.049988,264.049988,264.049988,228.761642,0
2019-06-26,263.720001,263.720001,263.720001,263.720001,228.475723,0
2019-06-27,264.769989,264.769989,264.769989,264.769989,229.385422,0
2019-06-28,266.309998,266.309998,266.309998,266.309998,230.719635,0
2019-07-01,268.350006,268.350006,268.350006,268.350006,232.486954,0
2019-07-02,269.149994,269.149994,269.149994,269.149994,233.180008,0
2019-07-03,271.279999,271.279999,271.279999,271.279999,235.025391,0
2019-07-05,270.809998,270.809998,270.809998,270.809998,234.618210,0
2019-07-08,269.510010,269.510010,269.510010,269.510010,233.491898,0
2019-07-09,269.929993,269.929993,269.929993,269.929993,233.855759,0
2019-07-10,271.149994,271.149994,271.149994,271.149994,234.912750,0
2019-07-11,271.769989,271.769989,271.769989,271.769989,235.449860,0
2019-07-12,273.049988,273.049988,273.049988,273.049988,236.558868,0
2019-07-15,273.089996,273.089996,273.089996,273.089996,236.593475,0
2019-07-16,272.170013,272.170013,272.170013,272.170013,235.796463,0
2019-07-17,270.399994,270.399994,270.399994,270.399994,234.262924,0
2019-07-18,271.390015,271.390015,271.390015,271.390015,235.120682,0
2019-07-19,269.730011,269.730011,269.730011,269.730011,233.682541,0
2019-07-22,270.500000,270.500000,270.500000,270.500000,234.349640,0
2019-07-23,272.359985,272.359985,272.359985,272.359985,235.960999,0
2019-07-24,273.640015,273.640015,273.640015,273.640015,237.069992,0
2019-07-25,272.209991,272.209991,272.209991,272.209991,235.831070,0
2019-07-26,274.220001,274.220001,274.220001,274.220001,237.572479,0
2019-07-29,273.779999,273.779999,273.779999,273.779999,237.191238,0
2019-07-30,273.100006,273.100006,273.100006,273.100006,236.602158,0
2019-07-31,270.130005,270.130005,270.130005,270.130005,234.029053,0
