Date,Open,High,Low,Close,Adj Close,Volume
2018-05-09,10.370000,10.370000,10.370000,10.370000,9.159643,0
2018-05-10,10.400000,10.400000,10.400000,10.400000,9.186144,0
2018-05-11,10.400000,10.400000,10.400000,10.400000,9.186144,0
2018-05-14,10.390000,10.390000,10.390000,10.390000,9.177310,0
2018-05-15,10.350000,10.350000,10.350000,10.350000,9.141980,0
2018-05-16,10.330000,10.330000,10.330000,10.330000,9.124313,0
2018-05-17,10.320000,10.320000,10.320000,10.320000,9.115480,0
2018-05-18,10.350000,10.350000,10.350000,10.350000,9.141980,0
2018-05-21,10.350000,10.350000,10.350000,10.350000,9.141980,0
2018-05-22,10.350000,10.350000,10.350000,10.350000,9.141980,0
2018-05-23,10.380000,10.380000,10.380000,10.380000,9.168477,0
2018-05-24,10.400000,10.400000,10.400000,10.400000,9.186144,0
2018-05-25,10.420000,10.420000,10.420000,10.420000,9.203810,0
2018-05-29,10.490000,10.490000,10.490000,10.490000,9.265637,0
2018-05-30,10.460000,10.460000,10.460000,10.460000,9.239141,0
2018-05-31,10.450000,10.450000,10.450000,10.450000,9.251535,0
2018-06-01,10.430000,10.430000,10.430000,10.430000,9.233829,0
2018-06-04,10.410000,10.410000,10.410000,10.410000,9.216124,0
2018-06-05,10.420000,10.420000,10.420000,10.420000,9.224975,0
2018-06-06,10.390000,10.390000,10.390000,10.390000,9.198415,0
2018-06-07,10.410000,10.410000,10.410000,10.410000,9.216124,0
2018-06-08,10.400000,10.400000,10.400000,10.400000,9.207270,0
2018-06-11,10.390000,10.390000,10.390000,10.390000,9.198415,0
2018-06-12,10.390000,10.390000,10.390000,10.390000,9.198415,0
2018-06-13,10.380000,10.380000,10.380000,10.380000,9.189562,0
2018-06-14,10.400000,10.400000,10.400000,10.400000,9.207270,0
2018-06-15,10.410000,10.410000,10.410000,10.410000,9.216124,0
2018-06-18,10.400000,10.400000,10.400000,10.400000,9.207270,0
2018-06-19,10.420000,10.420000,10.420000,10.420000,9.224975,0
2018-06-20,10.390000,10.390000,10.390000,10.390000,9.198415,0
